Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
586,Thứ 6,15/05/2020,,"3,12,13,28,33,36",,03 12 13 28 33 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-05-2020.html,15/05/2020
585,Thứ 4,13/05/2020,,"6,20,21,35,40,45",,06 20 21 35 40 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-05-2020.html,13/05/2020
584,Chủ Nhật,10/05/2020,,"7,9,23,32,33,37",,07 09 23 32 33 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-05-2020.html,10/05/2020
583,Thứ 6,08/05/2020,,"1,3,7,12,22,25",,01 03 07 12 22 25,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-05-2020.html,08/05/2020
582,Thứ 4,06/05/2020,,"3,18,25,29,30,44",,03 18 25 29 30 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-05-2020.html,06/05/2020
581,Chủ Nhật,03/05/2020,,"5,18,29,32,38,44",,05 18 29 32 38 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-05-2020.html,03/05/2020
580,Thứ 6,01/05/2020,,"6,7,16,37,40,44",,06 07 16 37 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-05-2020.html,01/05/2020
579,Thứ 4,29/04/2020,,"1,8,11,13,15,32",,01 08 11 13 15 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-04-2020.html,29/04/2020
578,Chủ Nhật,26/04/2020,,"5,25,30,36,37,41",,05 25 30 36 37 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-04-2020.html,26/04/2020
577,Thứ 6,24/04/2020,,"10,31,37,39,40,43",,10 31 37 39 40 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-04-2020.html,24/04/2020
576,Chủ Nhật,29/03/2020,,"7,10,23,36,39,44",,07 10 23 36 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-03-2020.html,29/03/2020
575,Thứ 6,27/03/2020,,"1,6,10,35,36,45",,01 06 10 35 36 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-03-2020.html,27/03/2020
574,Thứ 4,25/03/2020,,"26,31,33,37,38,45",,26 31 33 37 38 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-03-2020.html,25/03/2020
573,Chủ Nhật,22/03/2020,,"2,10,19,22,24,29",,02 10 19 22 24 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-03-2020.html,22/03/2020
572,Thứ 6,20/03/2020,,"8,23,29,37,39,44",,08 23 29 37 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-03-2020.html,20/03/2020
571,Thứ 4,18/03/2020,,"6,21,30,37,38,45",,06 21 30 37 38 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-03-2020.html,18/03/2020
570,Chủ Nhật,15/03/2020,,"4,7,11,17,19,31",,04 07 11 17 19 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-03-2020.html,15/03/2020
569,Thứ 6,13/03/2020,,"8,13,20,28,35,45",,08 13 20 28 35 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-03-2020.html,13/03/2020
568,Thứ 4,11/03/2020,,"12,16,29,35,37,44",,12 16 29 35 37 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-03-2020.html,11/03/2020
567,Chủ Nhật,08/03/2020,,"3,13,17,19,21,43",,03 13 17 19 21 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-03-2020.html,08/03/2020
566,Thứ 6,06/03/2020,,"6,9,10,16,26,42",,06 09 10 16 26 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-03-2020.html,06/03/2020
565,Thứ 4,04/03/2020,,"1,7,17,24,35,41",,01 07 17 24 35 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-03-2020.html,04/03/2020
564,Chủ Nhật,01/03/2020,,"1,6,7,13,26,39",,01 06 07 13 26 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-03-2020.html,01/03/2020
563,Thứ 6,28/02/2020,,"2,19,23,27,29,38",,02 19 23 27 29 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-02-2020.html,28/02/2020
562,Thứ 4,26/02/2020,,"2,10,12,20,24,39",,02 10 12 20 24 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-02-2020.html,26/02/2020
561,Chủ Nhật,23/02/2020,,"1,6,16,23,34,42",,01 06 16 23 34 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-02-2020.html,23/02/2020
560,Thứ 6,21/02/2020,,"13,15,22,28,29,41",,13 15 22 28 29 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-02-2020.html,21/02/2020
559,Thứ 4,19/02/2020,,"1,16,23,25,30,38",,01 16 23 25 30 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-02-2020.html,19/02/2020
558,Chủ Nhật,16/02/2020,,"1,4,14,36,37,41",,01 04 14 36 37 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-02-2020.html,16/02/2020
557,Thứ 6,14/02/2020,,"4,14,24,32,36,43",,04 14 24 32 36 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-02-2020.html,14/02/2020
556,Thứ 4,12/02/2020,,"5,13,16,20,24,35",,05 13 16 20 24 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-02-2020.html,12/02/2020
555,Chủ Nhật,09/02/2020,,"1,4,18,22,26,35",,01 04 18 22 26 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-02-2020.html,09/02/2020
554,Thứ 6,07/02/2020,,"6,11,15,33,40,44",,06 11 15 33 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-02-2020.html,07/02/2020
553,Thứ 4,05/02/2020,,"9,19,24,37,38,45",,09 19 24 37 38 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-02-2020.html,05/02/2020
552,Chủ Nhật,02/02/2020,,"1,4,16,32,35,38",,01 04 16 32 35 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-02-2020.html,02/02/2020
551,Thứ 6,31/01/2020,,"8,9,20,25,30,40",,08 09 20 25 30 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-01-2020.html,31/01/2020
550,Thứ 4,29/01/2020,,"3,10,16,24,39,44",,03 10 16 24 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-01-2020.html,29/01/2020
549,Chủ Nhật,26/01/2020,,"4,5,9,25,33,37",,04 05 09 25 33 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-01-2020.html,26/01/2020
548,Thứ 4,22/01/2020,,"1,15,16,34,36,42",,01 15 16 34 36 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-01-2020.html,22/01/2020
547,Chủ Nhật,19/01/2020,,"1,4,19,25,35,39",,01 04 19 25 35 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-01-2020.html,19/01/2020
546,Thứ 6,17/01/2020,,"8,26,28,37,40,42",,08 26 28 37 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-01-2020.html,17/01/2020
545,Thứ 4,15/01/2020,,"2,8,19,31,38,44",,02 08 19 31 38 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-01-2020.html,15/01/2020
544,Chủ Nhật,12/01/2020,,"7,12,17,21,35,45",,07 12 17 21 35 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-01-2020.html,12/01/2020
543,Thứ 6,10/01/2020,,"10,18,24,35,41,43",,10 18 24 35 41 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-01-2020.html,10/01/2020
542,Thứ 4,08/01/2020,,"2,4,10,21,25,43",,02 04 10 21 25 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-01-2020.html,08/01/2020
541,Chủ Nhật,05/01/2020,,"5,11,12,26,44,45",,05 11 12 26 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-01-2020.html,05/01/2020
540,Thứ 6,03/01/2020,,"1,15,17,26,32,44",,01 15 17 26 32 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-01-2020.html,03/01/2020
539,Thứ 4,01/01/2020,,"8,10,23,26,37,38",,08 10 23 26 37 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-01-2020.html,01/01/2020
538,Chủ Nhật,29/12/2019,,"7,12,21,24,35,43",,07 12 21 24 35 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-12-2019.html,29/12/2019
537,Thứ 6,27/12/2019,,"2,7,10,12,33,43",,02 07 10 12 33 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-12-2019.html,27/12/2019
536,Thứ 4,25/12/2019,,"10,18,25,26,36,43",,10 18 25 26 36 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-12-2019.html,25/12/2019
535,Chủ Nhật,22/12/2019,,"9,10,11,18,22,36",,09 10 11 18 22 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-12-2019.html,22/12/2019
534,Thứ 6,20/12/2019,,"1,9,16,27,38,45",,01 09 16 27 38 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-12-2019.html,20/12/2019
533,Thứ 4,18/12/2019,,"8,9,12,19,22,25",,08 09 12 19 22 25,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-12-2019.html,18/12/2019
532,Chủ Nhật,15/12/2019,,"3,13,15,16,22,36",,03 13 15 16 22 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-12-2019.html,15/12/2019
531,Thứ 6,13/12/2019,,"2,8,9,25,26,40",,02 08 09 25 26 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-12-2019.html,13/12/2019
530,Thứ 4,11/12/2019,,"1,2,8,27,29,39",,01 02 08 27 29 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-12-2019.html,11/12/2019
529,Chủ Nhật,08/12/2019,,"12,20,30,31,34,44",,12 20 30 31 34 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-12-2019.html,08/12/2019
528,Thứ 6,06/12/2019,,"2,20,26,35,43,45",,02 20 26 35 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-12-2019.html,06/12/2019
527,Thứ 4,04/12/2019,,"16,19,24,30,32,35",,16 19 24 30 32 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-12-2019.html,04/12/2019
526,Chủ Nhật,01/12/2019,,"3,14,16,27,31,35",,03 14 16 27 31 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-12-2019.html,01/12/2019
525,Thứ 6,29/11/2019,,"14,15,16,17,19,34",,14 15 16 17 19 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-11-2019.html,29/11/2019
524,Thứ 4,27/11/2019,,"3,5,13,19,20,33",,03 05 13 19 20 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-11-2019.html,27/11/2019
523,Chủ Nhật,24/11/2019,,"5,21,24,28,29,34",,05 21 24 28 29 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-11-2019.html,24/11/2019
522,Thứ 6,22/11/2019,,"1,9,10,19,30,38",,01 09 10 19 30 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-11-2019.html,22/11/2019
521,Thứ 4,20/11/2019,,"10,21,22,24,43,44",,10 21 22 24 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-11-2019.html,20/11/2019
520,Chủ Nhật,17/11/2019,,"6,7,14,31,39,44",,06 07 14 31 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-11-2019.html,17/11/2019
519,Thứ 6,15/11/2019,,"2,13,27,33,40,41",,02 13 27 33 40 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-11-2019.html,15/11/2019
518,Thứ 4,13/11/2019,,"17,19,24,30,31,40",,17 19 24 30 31 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-11-2019.html,13/11/2019
517,Chủ Nhật,10/11/2019,,"4,14,21,28,32,36",,04 14 21 28 32 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-11-2019.html,10/11/2019
516,Thứ 6,08/11/2019,,"4,16,19,30,32,44",,04 16 19 30 32 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-11-2019.html,08/11/2019
515,Thứ 4,06/11/2019,,"3,15,22,23,38,43",,03 15 22 23 38 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-11-2019.html,06/11/2019
514,Chủ Nhật,03/11/2019,,"28,30,32,38,44,45",,28 30 32 38 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-11-2019.html,03/11/2019
513,Thứ 6,01/11/2019,,"6,11,20,30,37,40",,06 11 20 30 37 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-11-2019.html,01/11/2019
512,Thứ 4,30/10/2019,,"2,5,8,12,29,38",,02 05 08 12 29 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-10-2019.html,30/10/2019
511,Chủ Nhật,27/10/2019,,"1,19,29,30,40,42",,01 19 29 30 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-10-2019.html,27/10/2019
510,Thứ 6,25/10/2019,,"4,7,9,22,32,37",,04 07 09 22 32 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-10-2019.html,25/10/2019
509,Thứ 4,23/10/2019,,"2,9,21,23,32,41",,02 09 21 23 32 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-10-2019.html,23/10/2019
508,Chủ Nhật,20/10/2019,,"1,3,8,15,38,40",,01 03 08 15 38 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-10-2019.html,20/10/2019
507,Thứ 6,18/10/2019,,"4,14,15,22,28,39",,04 14 15 22 28 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-10-2019.html,18/10/2019
506,Thứ 4,16/10/2019,,"1,4,23,28,41,42",,01 04 23 28 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-10-2019.html,16/10/2019
505,Chủ Nhật,13/10/2019,,"6,22,28,31,37,40",,06 22 28 31 37 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-10-2019.html,13/10/2019
504,Thứ 6,11/10/2019,,"6,12,14,27,28,36",,06 12 14 27 28 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-10-2019.html,11/10/2019
503,Thứ 4,09/10/2019,,"3,12,21,24,28,32",,03 12 21 24 28 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-10-2019.html,09/10/2019
502,Chủ Nhật,06/10/2019,,"1,6,17,30,44,45",,01 06 17 30 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-10-2019.html,06/10/2019
501,Thứ 6,04/10/2019,,"2,9,24,25,30,36",,02 09 24 25 30 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-10-2019.html,04/10/2019
500,Thứ 4,02/10/2019,,"2,6,7,25,28,41",,02 06 07 25 28 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-10-2019.html,02/10/2019
499,Chủ Nhật,29/09/2019,,"2,9,12,18,21,23",,02 09 12 18 21 23,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-09-2019.html,29/09/2019
498,Thứ 6,27/09/2019,,"6,9,11,28,37,44",,06 09 11 28 37 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-09-2019.html,27/09/2019
497,Thứ 4,25/09/2019,,"9,14,22,26,44,45",,09 14 22 26 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-09-2019.html,25/09/2019
496,Chủ Nhật,22/09/2019,,"3,6,21,36,38,39",,03 06 21 36 38 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-09-2019.html,22/09/2019
495,Thứ 6,20/09/2019,,"7,12,24,29,31,45",,07 12 24 29 31 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-09-2019.html,20/09/2019
494,Thứ 4,18/09/2019,,"3,9,13,17,19,20",,03 09 13 17 19 20,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-09-2019.html,18/09/2019
493,Chủ Nhật,15/09/2019,,"8,9,28,33,35,43",,08 09 28 33 35 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-09-2019.html,15/09/2019
492,Thứ 6,13/09/2019,,"2,15,17,25,30,38",,02 15 17 25 30 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-09-2019.html,13/09/2019
491,Thứ 4,11/09/2019,,"21,25,29,32,34,35",,21 25 29 32 34 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-09-2019.html,11/09/2019
490,Chủ Nhật,08/09/2019,,"6,9,11,26,28,36",,06 09 11 26 28 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-09-2019.html,08/09/2019
489,Thứ 6,06/09/2019,,"2,4,13,15,26,31",,02 04 13 15 26 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-09-2019.html,06/09/2019
488,Thứ 4,04/09/2019,,"1,9,11,23,30,37",,01 09 11 23 30 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-09-2019.html,04/09/2019
487,Chủ Nhật,01/09/2019,,"5,7,14,16,29,40",,05 07 14 16 29 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-09-2019.html,01/09/2019
486,Thứ 6,30/08/2019,,"5,6,22,23,25,44",,05 06 22 23 25 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-08-2019.html,30/08/2019
485,Thứ 4,28/08/2019,,"1,4,12,14,19,30",,01 04 12 14 19 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-08-2019.html,28/08/2019
484,Chủ Nhật,25/08/2019,,"7,8,15,20,24,31",,07 08 15 20 24 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-08-2019.html,25/08/2019
483,Thứ 6,23/08/2019,,"6,7,12,17,19,24",,06 07 12 17 19 24,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-08-2019.html,23/08/2019
482,Thứ 4,21/08/2019,,"6,8,17,20,21,31",,06 08 17 20 21 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-08-2019.html,21/08/2019
481,Chủ Nhật,18/08/2019,,"2,7,18,21,24,33",,02 07 18 21 24 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-08-2019.html,18/08/2019
480,Thứ 6,16/08/2019,,"6,14,15,19,31,39",,06 14 15 19 31 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-08-2019.html,16/08/2019
479,Thứ 4,14/08/2019,,"13,20,22,24,33,34",,13 20 22 24 33 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-08-2019.html,14/08/2019
478,Chủ Nhật,11/08/2019,,"1,4,7,9,25,31",,01 04 07 09 25 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-08-2019.html,11/08/2019
477,Thứ 6,09/08/2019,,"11,19,26,28,30,42",,11 19 26 28 30 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-08-2019.html,09/08/2019
476,Thứ 4,07/08/2019,,"1,5,13,31,32,43",,01 05 13 31 32 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-08-2019.html,07/08/2019
475,Chủ Nhật,04/08/2019,,"6,10,21,30,43,45",,06 10 21 30 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-08-2019.html,04/08/2019
474,Thứ 6,02/08/2019,,"11,18,20,22,25,26",,11 18 20 22 25 26,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-08-2019.html,02/08/2019
473,Thứ 4,31/07/2019,,"6,12,15,19,25,45",,06 12 15 19 25 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-07-2019.html,31/07/2019
472,Chủ Nhật,28/07/2019,,"5,14,16,24,42,43",,05 14 16 24 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-07-2019.html,28/07/2019
471,Thứ 6,26/07/2019,,"5,14,16,22,25,33",,05 14 16 22 25 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-07-2019.html,26/07/2019
470,Thứ 4,24/07/2019,,"20,22,25,39,44,45",,20 22 25 39 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-07-2019.html,24/07/2019
469,Chủ Nhật,21/07/2019,,"7,8,10,24,33,44",,07 08 10 24 33 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-07-2019.html,21/07/2019
468,Thứ 6,19/07/2019,,"9,12,23,26,28,43",,09 12 23 26 28 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-07-2019.html,19/07/2019
467,Thứ 4,17/07/2019,,"10,11,16,22,28,35",,10 11 16 22 28 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-07-2019.html,17/07/2019
466,Chủ Nhật,14/07/2019,,"2,3,7,25,33,34",,02 03 07 25 33 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-07-2019.html,14/07/2019
465,Thứ 6,12/07/2019,,"16,18,24,26,40,44",,16 18 24 26 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-07-2019.html,12/07/2019
464,Thứ 4,10/07/2019,,"1,2,6,7,16,27",,01 02 06 07 16 27,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-07-2019.html,10/07/2019
463,Chủ Nhật,07/07/2019,,"2,18,21,23,30,31",,02 18 21 23 30 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-07-2019.html,07/07/2019
462,Thứ 6,05/07/2019,,"19,21,30,31,37,43",,19 21 30 31 37 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-07-2019.html,05/07/2019
461,Thứ 4,03/07/2019,,"2,7,25,29,39,45",,02 07 25 29 39 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-07-2019.html,03/07/2019
460,Chủ Nhật,30/06/2019,,"5,20,22,25,28,32",,05 20 22 25 28 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-06-2019.html,30/06/2019
459,Thứ 6,28/06/2019,,"11,25,37,40,41,45",,11 25 37 40 41 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-06-2019.html,28/06/2019
458,Thứ 4,26/06/2019,,"1,5,9,10,33,41",,01 05 09 10 33 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-06-2019.html,26/06/2019
457,Chủ Nhật,23/06/2019,,"3,8,11,27,32,36",,03 08 11 27 32 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-06-2019.html,23/06/2019
456,Thứ 6,21/06/2019,,"1,4,19,21,23,39",,01 04 19 21 23 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-06-2019.html,21/06/2019
455,Thứ 4,19/06/2019,,"2,4,11,15,35,40",,02 04 11 15 35 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-06-2019.html,19/06/2019
454,Chủ Nhật,16/06/2019,,"6,7,19,29,31,36",,06 07 19 29 31 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-06-2019.html,16/06/2019
453,Thứ 6,14/06/2019,,"2,12,16,36,37,45",,02 12 16 36 37 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-06-2019.html,14/06/2019
452,Thứ 4,12/06/2019,,"10,11,21,23,26,37",,10 11 21 23 26 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-06-2019.html,12/06/2019
